"","sex","degree","income","marital","age","height","weight","wrkstat","wkvsfam","wealth","waypaid","realinc","realrinc","satjob","rincome","partyid","fefam","fechld","absingle"
"1451",2,1,12,1,34,67,175,1,2,1,2,45400,30645,2,12,5,NA,NA,2
"1452",1,1,12,2,82,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,3,1,4,NA
"1453",1,1,12,1,44,70,190,1,3,4,2,30645,30645,1,12,4,2,2,NA
"1454",2,4,12,1,48,65,200,3,1,6,1,30645,14755,1,12,2,NA,NA,2
"1455",2,0,9,5,24,NA,NA,7,NA,NA,NA,5107.5,1589,2,3,4,3,2,NA
"1456",1,1,NA,1,56,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2
"1457",1,1,12,1,65,71,215,1,4,4,2,12485,5107.5,2,9,4,3,2,2
"1458",2,1,12,5,48,68,215,1,1,7,2,37455,37455,2,12,2,NA,NA,1
"1459",2,1,1,5,27,NA,NA,7,NA,NA,NA,227,NA,4,NA,1,1,4,1
"1460",2,4,12,1,55,60,107,1,3,5,1,72640,45400,1,12,2,3,2,1
"1461",1,1,1,1,25,NA,NA,6,NA,NA,NA,227,NA,NA,NA,4,NA,NA,1
"1462",2,1,9,3,55,64,203,1,1,3,2,5107.5,5107.5,2,9,0,NA,NA,2
"1463",2,1,NA,4,71,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1
"1464",1,1,11,5,26,65,130,1,2,4,6,10782.5,9647.5,1,11,3,3,1,NA
"1465",2,1,12,1,59,65,185,1,3,7,6,54480,7377.5,1,10,6,3,2,NA
"1466",2,1,12,3,56,66,135,1,3,8,2,30645,30645,1,12,2,NA,NA,1
"1467",2,4,NA,3,58,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA
"1468",2,2,12,5,27,64,115,1,3,3,2,24970,14755,2,12,1,3,3,2
"1469",2,1,12,1,69,64,150,1,3,7,1,119879.41732,45400,1,12,3,NA,NA,2
"1470",2,1,7,5,30,62,188,1,1,2,2,3405,227,4,1,4,3,3,NA
"1471",2,3,12,2,71,66,140,2,4,10,6,37455,24970,1,12,5,4,1,NA
"1472",2,0,12,1,53,65,175,1,2,2,2,17025,17025,3,12,1,2,3,2
"1473",1,2,12,3,NA,72,180,1,1,1,2,14755,14755,3,12,1,3,3,NA
"1474",2,0,12,1,34,64,135,1,1,1,1,17025,NA,2,NA,3,3,4,2
"1475",2,0,12,3,37,64,225,1,4,2,2,24970,8512.5,3,10,5,NA,NA,2
"1476",2,2,9,1,29,62,280,1,3,4,2,5107.5,NA,2,NA,1,3,2,NA
"1477",2,1,11,3,63,64,155,1,4,6,2,9647.5,6242.5,2,9,NA,3,1,1
"1478",2,2,10,5,32,64,170,3,2,1,2,8512.5,6242.5,2,9,1,NA,NA,1
"1479",1,3,12,5,33,69,185,1,2,4,2,37455,37455,2,12,5,3,3,NA
"1480",2,1,NA,5,79,NA,NA,7,NA,NA,NA,NA,NA,1,NA,0,2,2,NA
"1481",1,1,12,5,22,71,140,2,3,3,2,20430,2497,2,5,3,NA,NA,1
"1482",2,1,12,5,24,67,160,1,2,2,1,14755,14755,2,12,3,3,1,2
"1483",2,3,12,1,31,NA,NA,7,NA,NA,NA,24970,NA,2,NA,1,NA,NA,2
"1484",2,3,12,1,43,NA,NA,7,NA,NA,NA,119879.41732,7377.5,3,10,5,2,2,NA
"1485",2,3,12,3,56,62,114,1,2,12,2,119879.41732,151050.72136,2,12,6,NA,NA,1
"1486",1,1,12,3,54,NA,NA,5,NA,NA,NA,119879.41732,5107.5,NA,9,5,2,2,NA
"1487",1,1,12,1,47,74,195,1,2,9,1,72640,30645,1,12,3,4,2,1
"1488",2,3,12,1,72,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,6,NA,NA,1
"1489",1,4,12,1,60,NA,NA,5,NA,NA,NA,119879.41732,151050.72136,NA,12,6,NA,NA,2
"1490",1,4,12,1,34,69,200,1,1,6,1,54480,54480,2,12,5,4,1,NA
"1491",1,3,12,1,38,66,145,1,3,9,1,119879.41732,54480,2,12,0,4,1,1
"1492",2,4,12,1,58,NA,NA,5,NA,NA,NA,119879.41732,151050.72136,NA,12,6,4,2,NA
"1493",2,3,9,3,67,NA,NA,4,NA,NA,NA,5107.5,NA,3,NA,4,4,2,2
"1494",2,1,8,5,39,NA,NA,7,NA,NA,NA,4086,NA,1,NA,7,NA,NA,2
"1495",2,1,12,3,75,NA,NA,7,NA,NA,NA,12485,NA,1,NA,4,NA,NA,2
"1496",2,2,12,1,65,65,156,3,4,6,2,20430,908,1,2,3,3,1,1
"1497",1,1,9,5,56,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,0,1,4,NA
"1498",2,2,12,3,35,NA,NA,7,NA,NA,NA,17025,NA,4,NA,2,4,1,2
"1499",2,4,12,1,57,62,201,1,1,4,2,12485,12485,2,12,0,NA,NA,2
"1500",1,1,11,1,63,68,150,1,3,1,2,10782.5,10782.5,2,11,2,2,1,NA
"1501",1,1,11,5,29,67,125,1,3,3,2,10782.5,10782.5,3,11,2,2,2,1
"1502",2,1,12,1,66,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,6,4,1,2
"1503",2,2,12,2,58,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,1,3,3,1
"1504",2,3,12,1,77,67,160,1,4,NA,4,24970,12485,1,12,0,2,3,1
"1505",1,0,12,5,38,63,170,1,3,NA,2,17025,17025,2,12,2,2,2,NA
"1506",2,2,12,1,34,64,140,2,4,4,2,20430,1589,2,3,3,NA,NA,2
"1507",2,1,12,5,27,64,180,1,4,3,2,12485,12485,1,12,1,2,1,NA
"1508",2,0,10,1,46,NA,NA,7,NA,NA,NA,7377.5,NA,2,NA,5,1,3,2
"1509",2,2,12,3,45,67,160,2,2,2,6,12485,2497,2,5,3,3,1,NA
"1510",2,2,10,1,23,61,200,1,2,2,2,8512.5,5107.5,2,9,1,3,2,2
"1511",2,2,12,5,25,66,220,1,3,5,2,20430,20430,2,12,2,NA,NA,2
"1512",2,1,11,5,23,66,165,1,2,3,2,9647.5,4086,2,8,3,4,2,NA
"1513",1,1,12,1,57,NA,NA,8,NA,NA,NA,20430,NA,NA,NA,3,4,2,NA
"1514",2,2,NA,1,58,66,136,2,4,4,4,NA,908,1,2,3,4,2,1
"1515",2,0,12,3,50,65,220,1,4,3,1,14755,14755,4,12,5,NA,NA,2
"1516",1,1,12,5,70,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,0,1,2,NA
"1517",2,2,11,4,58,67,130,1,4,3,2,10782.5,10782.5,1,11,3,3,2,2
"1518",2,2,12,3,68,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,0,NA,NA,1
"1519",2,2,12,1,25,63,225,2,2,4,2,30645,12485,2,12,3,2,3,NA
"1520",2,1,12,2,68,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,2,3,3,2
"1521",2,1,9,3,54,65,222,2,4,4,2,6242.5,2043,2,4,6,NA,NA,2
"1522",2,0,3,3,30,NA,NA,7,NA,NA,NA,1589,NA,1,NA,4,3,1,NA
"1523",2,1,12,3,64,63,200,2,3,7,2,17025,5107.5,1,9,0,2,2,2
"1524",1,0,12,1,58,70,250,1,3,NA,1,30645,20430,1,12,6,NA,NA,2
"1525",2,0,NA,1,69,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,0,3,2,NA
"1526",2,1,12,1,56,68,250,3,1,NA,2,45400,30645,1,12,1,2,3,2
"1527",2,1,8,1,69,NA,NA,5,NA,NA,NA,4086,NA,NA,NA,4,NA,NA,1
"1528",1,1,NA,1,46,71,275,1,4,NA,2,NA,NA,1,NA,6,3,3,NA
"1529",1,0,12,3,34,72,150,1,1,3,2,17025,8512.5,4,10,6,3,3,2
"1530",2,1,9,3,67,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,6,3,3,2
"1531",2,1,1,5,40,NA,NA,7,NA,NA,NA,227,NA,4,NA,3,1,3,2
"1532",2,1,11,3,44,NA,NA,7,NA,NA,NA,9647.5,NA,1,NA,4,3,2,NA
"1533",2,2,12,5,32,62,154,1,3,8,10,30645,20430,2,12,0,3,1,1
"1534",1,0,12,5,33,72,140,2,3,2,2,54480,6242.5,2,9,3,4,2,NA
"1535",1,0,NA,1,35,67,157,1,2,NA,2,NA,10782.5,1,11,4,3,3,2
"1536",2,2,12,1,70,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,NA,3,2,NA
"1537",1,1,9,5,59,NA,NA,8,NA,NA,NA,5107.5,227,NA,1,1,NA,NA,1
"1538",2,0,1,5,32,66,164,1,3,1,2,227,227,3,1,6,3,3,NA
"1539",1,1,10,1,53,71,215,1,4,2,2,8512.5,8512.5,1,10,4,2,2,2
"1540",2,0,NA,5,39,NA,NA,4,NA,NA,NA,NA,2497,1,5,3,NA,NA,1
"1541",2,4,12,1,43,62,160,1,2,4,1,72640,30645,1,12,0,3,1,NA
"1542",1,1,12,5,26,71,260,1,2,7,2,30645,NA,2,NA,3,3,2,2
"1543",1,4,12,1,64,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,1,NA,NA,2
"1544",2,1,7,3,62,62,130,1,2,2,2,3405,3405,2,7,3,NA,NA,NA
"1545",1,3,12,3,72,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,7,NA,NA,2
"1546",2,1,NA,1,58,65,190,1,3,NA,2,NA,14755,1,12,6,2,2,2
"1547",2,0,12,1,22,64,200,1,2,2,2,45400,NA,2,NA,NA,NA,NA,2
"1548",1,0,3,1,60,66,165,1,2,2,6,1589,NA,3,NA,5,2,3,NA
"1549",1,1,12,1,42,68,170,1,2,NA,2,30645,30645,3,12,5,2,3,NA
"1550",1,4,12,3,62,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,3,4,1,1
"1551",2,2,12,3,39,NA,NA,7,NA,NA,NA,17025,NA,4,NA,6,3,3,NA
"1552",2,1,12,1,24,63,260,1,3,2,2,17025,9647.5,2,11,5,3,1,1
"1553",2,0,9,5,38,NA,NA,7,NA,NA,NA,5107.5,NA,2,NA,0,NA,NA,2
"1554",2,1,12,1,39,69,255,1,3,2,2,24970,9647.5,1,11,6,3,2,NA
"1555",2,3,12,1,32,70,155,1,3,4,1,119879.41732,20430,1,12,6,NA,NA,2
"1556",1,4,12,1,85,72,207,1,4,11,5,119879.41732,37455,1,12,5,3,3,NA
"1557",1,1,12,2,88,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,5,NA,NA,1
"1558",2,3,12,1,44,65,265,1,2,NA,1,45400,20430,1,12,4,4,2,NA
"1559",1,1,NA,5,18,NA,NA,7,NA,NA,NA,NA,NA,2,NA,5,NA,NA,1
"1560",2,2,10,5,32,63,125,2,2,5,10,8512.5,8512.5,2,10,3,3,2,NA
"1561",2,3,12,1,60,64,210,1,3,6,1,37455,17025,1,12,0,3,3,1
"1562",1,1,12,1,NA,67,135,1,2,6,2,63560,45400,1,12,5,3,NA,NA
"1563",2,4,12,1,72,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,0,NA,NA,2
"1564",2,4,12,2,61,72,165,1,3,8,1,45400,9647.5,1,11,4,4,1,NA
"1565",2,1,12,1,27,67,260,1,3,2,2,30645,NA,1,NA,1,1,3,2
"1566",1,0,12,1,42,68,165,1,2,2,2,20430,20430,2,12,0,3,2,2
"1567",1,3,12,4,51,69,380,1,3,4,1,24970,24970,1,12,0,3,1,NA
"1568",1,1,12,1,38,70,170,1,2,4,1,37455,37455,1,12,5,NA,NA,2
"1569",2,1,9,3,44,63,120,2,1,4,2,6242.5,6242.5,3,9,2,3,2,NA
"1570",1,3,12,5,37,69,240,1,1,3,1,20430,20430,1,12,1,NA,NA,2
"1571",2,0,9,2,73,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,0,3,2,2
"1572",1,1,12,5,21,NA,NA,6,NA,NA,NA,24970,5107.5,NA,9,0,NA,NA,2
"1573",1,1,NA,5,60,NA,NA,4,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2
"1574",2,1,11,1,70,64,177,2,4,3,2,10782.5,2497,2,5,0,3,2,2
"1575",2,4,NA,4,70,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2
"1576",1,2,10,1,89,NA,NA,5,NA,NA,NA,7377.5,NA,NA,NA,0,3,3,NA
"1577",2,0,9,5,35,63,152,1,4,NA,2,6242.5,6242.5,1,9,0,2,1,1
"1578",2,1,12,1,51,65,170,1,4,4,2,30645,20430,2,12,0,NA,NA,2
"1579",2,1,12,1,37,66,205,1,3,5,2,20430,20430,1,12,2,3,1,2
"1580",1,1,12,1,71,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,3,2,3,2
"1581",1,1,12,1,35,73,300,1,4,7,2,37455,NA,1,NA,6,NA,NA,2
"1582",1,1,12,1,78,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,4,1,4,2
"1583",1,1,12,5,32,71,163,1,2,2,2,24970,2043,3,4,5,NA,NA,2
"1584",1,1,12,3,62,69,231,1,3,9,1,63560,54480,1,12,6,2,4,NA
"1585",2,4,12,1,41,65,NA,1,3,8,1,24970,24970,1,12,0,NA,NA,1
"1586",2,1,10,1,36,NA,NA,7,NA,NA,NA,8512.5,NA,1,NA,3,2,1,NA
"1587",1,1,12,5,20,73,280,2,4,2,2,45400,NA,1,NA,1,3,1,NA
"1588",2,1,4,5,36,60,208,1,1,NA,2,2043,1589,2,3,0,4,3,1
"1589",1,1,12,2,85,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,6,1,3,2
"1590",1,3,12,2,71,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,3,2,2
"1591",1,3,12,5,30,72,182,1,3,6,1,30645,NA,1,NA,3,NA,NA,2
"1592",2,1,10,2,81,NA,NA,5,NA,NA,NA,8512.5,NA,NA,NA,1,2,3,NA
"1593",1,1,9,1,88,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,3,2,3,1
"1594",2,3,12,3,76,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,0,NA,NA,1
"1595",2,3,12,1,59,NA,NA,4,NA,NA,NA,119879.41732,24970,1,12,5,3,1,NA
"1596",2,2,12,2,88,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,6,3,1,2
"1597",2,1,10,2,64,NA,NA,5,NA,NA,NA,7377.5,NA,NA,NA,0,NA,NA,2
"1598",2,1,9,5,75,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,6,1,2,NA
"1599",2,1,9,3,55,63,275,1,4,1,2,6242.5,6242.5,4,9,3,NA,NA,2
"1600",2,1,12,5,55,62,295,1,2,8,2,17025,17025,1,12,1,NA,NA,2
"1601",1,4,11,1,61,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,3,3,2,NA
"1602",1,2,11,1,38,72,344,1,3,1,2,10782.5,4086,1,8,2,NA,NA,2
"1603",2,3,NA,3,50,63,180,1,3,2,2,NA,NA,2,NA,0,3,2,NA
"1604",2,3,8,5,54,63,200,1,4,4,1,4086,4086,3,8,0,4,1,NA
"1605",2,1,NA,2,80,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2
"1606",2,3,12,5,33,71,290,1,4,1,2,17025,17025,1,12,3,4,2,1
"1607",1,1,NA,5,25,72,180,1,1,NA,2,NA,NA,3,NA,2,NA,NA,1
"1608",1,1,NA,5,22,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA
"1609",2,2,12,5,38,60,203,1,2,1,1,24970,14755,1,12,2,4,2,2
"1610",1,1,10,5,25,68,180,1,4,1,2,8512.5,NA,2,NA,3,NA,NA,2
"1611",1,1,12,5,63,64,225,1,4,2,2,30645,14755,1,12,3,2,1,2
"1612",1,1,NA,5,22,70,200,1,4,NA,2,NA,NA,1,NA,2,NA,NA,2
"1613",2,1,12,1,40,NA,NA,7,NA,NA,NA,24970,12485,1,12,6,1,2,NA
"1614",2,1,12,1,69,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,2,3,2,2
"1615",2,1,NA,5,20,67,150,1,4,NA,2,NA,908,2,2,1,NA,NA,2
"1616",1,1,12,1,54,71,195,1,4,9,1,54480,24970,1,12,5,3,4,NA
"1617",1,1,12,5,19,NA,NA,6,NA,NA,NA,45400,908,NA,2,7,NA,NA,2
"1618",1,2,11,5,34,66,140,1,2,6,1,9647.5,9647.5,2,11,2,3,2,1
"1619",2,3,NA,1,59,NA,NA,7,NA,NA,NA,NA,NA,1,NA,4,3,3,2
"1620",1,3,12,1,59,73,195,1,3,15,1,119879.41732,151050.72136,1,12,4,3,2,NA
"1621",2,3,12,1,44,68,125,1,1,NA,1,119879.41732,NA,2,NA,5,2,2,2
"1622",1,4,12,1,34,72,185,1,3,9,1,63560,30645,2,12,1,NA,NA,1
"1623",2,3,12,1,35,65,130,1,2,2,2,30645,14755,2,12,1,4,1,NA
"1624",2,3,12,1,42,NA,NA,7,NA,NA,NA,119879.41732,NA,1,NA,5,3,2,2
"1625",1,1,12,5,86,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,1,2,3,NA
"1626",2,1,11,5,32,NA,NA,7,NA,NA,NA,9647.5,9647.5,1,11,2,3,3,2
"1627",2,1,9,3,61,NA,NA,8,NA,NA,NA,5107.5,NA,NA,NA,7,NA,NA,2
"1628",1,1,NA,5,19,75,135,1,4,NA,2,NA,NA,2,NA,6,NA,4,NA
"1629",1,1,12,1,39,NA,NA,8,NA,NA,NA,24970,NA,NA,NA,6,3,2,2
"1630",2,0,12,1,71,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,2,2,2,NA
"1631",2,1,12,1,49,NA,NA,4,NA,NA,NA,14755,NA,1,NA,4,3,1,2
"1632",1,1,NA,5,23,71,170,1,3,NA,2,NA,NA,2,NA,6,NA,NA,NA
"1633",2,1,12,1,56,59,117,2,4,4,2,17025,9647.5,1,11,3,NA,NA,2
"1634",1,1,12,3,47,71,190,1,4,6,2,45400,30645,1,12,3,3,3,NA
"1635",2,1,11,2,89,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,6,2,3,2
"1636",2,1,12,3,66,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,5,NA,NA,1
"1637",2,4,12,1,54,65,175,1,3,10,1,119879.41732,151050.72136,2,12,5,4,1,NA
"1638",1,3,12,1,33,69,153,1,3,8,1,45400,17025,1,12,3,3,3,NA
"1639",2,1,11,2,53,61,195,1,2,1,1,10782.5,10782.5,1,11,1,4,1,2
"1640",1,0,10,1,76,NA,NA,5,NA,NA,NA,8512.5,NA,NA,NA,6,NA,NA,2
"1641",2,0,12,2,86,60,130,3,3,7,10,12485,NA,1,NA,1,2,1,NA
"1642",1,3,12,1,61,72,311,1,3,5,2,20430,12485,1,12,6,3,2,NA
"1643",2,4,12,1,71,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,1,3,2,1
"1644",1,2,12,1,42,69,198,1,1,6,2,30645,20430,1,12,7,NA,NA,2
"1645",2,1,12,3,23,NA,NA,7,NA,NA,NA,20430,NA,1,NA,0,4,1,NA
"1646",1,1,9,3,44,NA,NA,7,NA,NA,NA,5107.5,NA,4,NA,4,3,2,1
"1647",1,2,12,3,63,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,7,NA,NA,2
"1648",2,1,12,3,68,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,5,2,2,2
"1649",2,1,12,5,30,63,246,1,4,1,2,12485,12485,2,12,1,NA,NA,2
"1650",2,1,12,2,82,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,4,1,4,NA
"1651",2,1,11,5,43,63,230,1,2,3,2,9647.5,9647.5,2,11,0,3,2,1
"1652",2,1,11,5,26,65,170,1,2,2,2,10782.5,10782.5,1,11,3,NA,NA,2
"1653",2,1,12,3,57,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,1,NA,NA,2
"1654",2,2,12,1,42,62,246,1,3,6,1,30645,12485,1,12,0,4,1,NA
"1655",1,3,12,1,42,72,175,1,2,8,1,63560,37455,1,12,6,4,1,1
"1656",1,1,9,1,74,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,2,NA,NA,1
"1657",1,1,12,1,47,67,190,1,2,7,2,24970,24970,2,12,3,3,3,NA
"1658",1,4,12,3,65,74,192,1,1,10,10,20430,20430,2,12,6,NA,NA,1
"1659",1,1,12,1,37,73,330,1,1,2,2,24970,14755,2,12,3,4,3,NA
"1660",1,0,11,3,89,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,0,2,2,NA
"1661",1,1,NA,3,44,72,165,1,3,NA,4,NA,10782.5,3,11,4,NA,NA,2
"1662",2,1,10,3,77,62,209,2,2,1,2,8512.5,4086,2,8,2,3,2,2
"1663",1,1,12,5,23,69,170,2,4,2,2,54480,6242.5,2,9,1,NA,NA,2
"1664",2,3,12,2,55,65,135,1,3,8,2,45400,45400,1,12,6,3,2,NA
"1665",1,2,12,3,37,73,150,1,2,4,1,20430,20430,2,12,4,NA,NA,2
"1666",2,1,8,2,81,NA,NA,7,NA,NA,NA,4086,NA,2,NA,5,2,2,NA
"1667",2,1,12,2,60,63,192,1,2,4,1,30645,20430,1,12,6,2,2,2
"1668",2,1,9,1,54,NA,NA,8,NA,NA,NA,6242.5,NA,NA,NA,2,3,2,NA
"1669",1,3,12,1,43,69,177,1,2,9,1,72640,54480,1,12,1,3,2,1
"1670",2,2,12,1,43,71,185,1,2,4,2,30645,20430,2,12,5,NA,NA,2
"1671",1,1,12,5,21,68,237,1,3,4,2,24970,17025,1,12,0,3,2,1
"1672",2,3,12,3,51,72,190,1,3,8,1,37455,17025,1,12,4,NA,NA,2
"1673",1,3,12,1,36,67,155,1,3,6,1,30645,20430,2,12,4,3,2,2
"1674",1,4,12,3,69,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,6,NA,NA,2
"1675",1,4,12,1,74,72,180,2,3,10,2,54480,14755,1,12,6,2,2,NA
"1676",1,3,12,3,69,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,5,3,3,NA
"1677",2,1,12,1,34,62,250,2,4,2,4,17025,9647.5,1,11,5,4,1,NA
"1678",2,3,12,1,30,67,209,1,3,1,2,24970,12485,2,12,0,3,1,NA
"1679",1,3,12,3,73,71,205,1,4,5,2,17025,17025,1,12,3,2,2,2
"1680",1,1,12,1,34,72,195,1,1,7,1,54480,2043,1,4,3,3,1,NA
"1681",1,3,12,1,34,75,210,1,3,7,1,63560,45400,1,12,0,NA,NA,1
"1682",1,3,12,1,39,76,380,1,3,3,1,37455,30645,2,12,NA,4,3,NA
"1683",1,2,12,1,34,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,7,3,2,2
"1684",2,1,NA,1,65,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2
"1685",2,1,12,3,46,67,218,1,4,4,2,24970,20430,1,12,3,NA,NA,1
"1686",1,3,12,1,37,NA,NA,1,4,NA,2,37455,NA,1,NA,4,4,1,NA
"1687",1,1,12,5,22,71,260,2,3,1,2,30645,NA,3,NA,0,NA,NA,1
"1688",1,1,12,3,55,73,215,1,4,5,2,30645,30645,2,12,6,2,2,NA
"1689",2,1,1,5,59,62,215,2,3,1,2,227,NA,1,NA,NA,NA,NA,2
"1690",1,3,NA,2,69,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2
"1691",2,2,10,3,55,61,105,2,4,3,2,7377.5,6242.5,1,9,6,2,3,NA
"1692",1,1,NA,1,78,70,175,1,4,NA,2,NA,20430,1,12,1,3,3,1
"1693",2,3,12,2,88,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,4,NA,NA,1
"1694",2,4,12,5,57,62,197,3,4,8,1,30645,30645,4,12,1,4,1,NA
"1695",1,0,2,4,41,NA,NA,4,NA,NA,NA,908,NA,4,NA,1,NA,NA,2
"1696",2,1,NA,3,41,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,0,2,2,2
"1697",2,0,8,3,56,NA,NA,7,NA,NA,NA,4086,NA,NA,NA,1,4,2,NA
"1698",1,1,3,5,28,NA,NA,4,NA,NA,NA,1589,NA,1,NA,3,NA,NA,1
"1699",2,1,9,1,25,65,128,1,4,3,2,6242.5,1589,2,3,NA,3,2,NA
"1700",1,1,12,1,44,NA,NA,8,NA,NA,NA,24970,NA,NA,NA,2,4,1,1
"1701",2,1,9,1,34,NA,NA,4,NA,NA,NA,6242.5,NA,4,NA,1,NA,NA,1
"1702",1,3,12,3,58,69,203,1,2,8,1,37455,30645,3,12,4,3,3,1
"1703",1,1,12,3,57,67,140,3,2,5,2,20430,20430,3,12,1,3,2,NA
"1704",2,1,3,5,19,66,158,1,1,1,2,1589,908,2,2,1,3,2,2
"1705",1,1,12,3,68,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,NA,NA,NA,NA
"1706",1,4,12,1,43,72,170,1,2,5,1,54480,54480,1,12,4,2,3,2
"1707",1,3,8,5,64,71,175,2,3,6,10,4086,NA,1,NA,4,2,3,NA
"1708",1,1,12,5,43,66,220,1,2,8,6,12485,12485,1,12,2,3,1,NA
"1709",2,4,12,1,28,NA,NA,6,NA,NA,NA,37455,4086,NA,8,1,4,2,1
"1710",2,3,2,5,23,NA,NA,6,NA,NA,NA,908,NA,NA,NA,7,NA,NA,1
"1711",1,1,12,2,51,73,244,1,3,1,2,17025,NA,4,NA,3,4,4,NA
"1712",2,1,4,5,37,NA,NA,7,NA,NA,NA,2043,NA,2,NA,3,3,1,2
"1713",1,2,12,5,31,NA,NA,6,NA,NA,NA,24970,NA,NA,NA,6,2,1,NA
"1714",2,4,12,3,44,63,135,1,2,10,1,119879.41732,151050.72136,1,12,0,4,1,1
"1715",1,1,NA,5,24,NA,NA,6,NA,NA,NA,NA,2043,NA,4,2,3,2,NA
"1716",1,1,2,5,22,NA,NA,6,NA,NA,NA,908,NA,NA,NA,2,4,2,1
"1717",1,1,2,5,22,NA,NA,6,NA,NA,NA,908,NA,NA,NA,1,3,1,1
"1718",1,3,5,5,24,NA,NA,6,NA,NA,NA,2497,NA,NA,NA,1,3,1,NA
"1719",1,1,12,5,23,72,245,1,4,3,2,12485,10782.5,1,11,2,2,2,1
"1720",2,1,11,1,40,66,150,1,3,6,2,10782.5,2043,1,4,2,NA,NA,1
"1721",2,1,12,2,78,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,2,3,2,2
"1722",1,1,12,3,62,72,240,1,4,NA,2,30645,30645,1,12,3,NA,NA,2
"1723",1,2,12,1,55,66,148,1,2,6,2,37455,30645,4,12,0,3,3,NA
"1724",1,2,12,5,27,61,148,2,4,1,2,20430,14755,2,12,0,4,1,1
"1725",2,1,12,1,25,63,150,1,3,5,2,24970,20430,1,12,3,4,1,NA
"1726",1,3,12,3,52,72,235,1,3,5,1,24970,24970,2,12,7,2,2,2
"1727",1,1,11,3,54,NA,NA,8,NA,NA,NA,10782.5,NA,NA,NA,2,3,2,NA
"1728",2,1,8,3,76,NA,NA,5,NA,NA,NA,4086,NA,NA,NA,2,4,1,2
"1729",1,1,9,5,52,72,225,1,3,5,1,5107.5,5107.5,1,9,5,NA,NA,2
"1730",1,3,12,5,41,75,190,1,3,3,2,14755,12485,2,12,1,3,3,NA
"1731",2,3,12,5,50,64,237,1,3,5,2,20430,14755,1,12,6,NA,NA,2
"1732",2,4,12,1,43,63,185,1,3,7,1,30645,NA,2,NA,5,3,1,NA
"1733",1,1,12,1,69,73,225,1,3,5,2,30645,17025,1,12,4,3,2,NA
"1734",2,1,12,1,51,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,5,3,1,2
"1735",1,1,12,1,74,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,5,3,3,NA
